ID;TITLE;DELIVERLINK;PRICE;PURCHASELINK;ADDITIONAL_DATA
311111;Emulador PS2 + 3 Emuladores da Sony + 11 Emuladores da Nintendo + 14 Emuladores Diversos + Xbox Classico + Switch;https://sites.google.com/view/psx-nintendo-d-xboxc-switch-ac/in%C3%ADcio;100.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-eec631be-8631-4fa8-a425-c692f1fc3cc5;
300101;Emulador PS2 + 14 Emuladores Diversos + Switch;https://sites.google.com/view/ps2-diversos-switch-acesso/in%C3%ADcio;55.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-07b7b824-6f66-4707-a114-6f881048d364;
300111;Emulador PS2 + 14 Emuladores Diversos + Xbox Classico + Switch;https://sites.google.com/view/ps2-nint-diversos-xboxc-ace/in%C3%ADcio;75.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-a0c4fb52-9bbb-4284-820e-689080b0a535;
301001;Emulador PS2 + 11 Emuladores da Nintendo + Switch;https://sites.google.com/view/ps2-nintendo-switch/in%C3%ADcio;60.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-bca4714e-87db-45f6-8d4c-8b4507dac560;
301101;Emulador PS2 + 11 Emuladores da Nintendo + 14 Emuladores Diversos + Switch;https://sites.google.com/view/ps2-nint-diversos-switch-acess/in%C3%ADcio;70.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-b1503e55-5f84-4c66-9b10-f5b682d33306;
301111;Emulador PS2 + 11 Emuladores da Nintendo + 14 Emuladores Diversos + Xbox Classico + Switch;https://sites.google.com/view/ps2-nint-diversos-xboxc-switch/in%C3%ADcio;90.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-8c7aca6c-805a-41b2-b19a-8abea50c8f1d;
310011;Emulador PS2 + 3 Emuladores da Sony + Xbox Classico + Switch;https://sites.google.com/view/ps2---sony---xboxc---switch/in%C3%ADcio;75.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-e12bb362-0886-4eb2-8ac5-9c6ea4d0c16a;
310111;Emulador PS2 + 3 Emuladores da Sony + 14 Emuladores Diversos + Xbox Classico + Switch;https://sites.google.com/view/psx-diversos-xboxc-switch-aces/in%C3%ADcio;85.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-72554fdf-8aab-4e88-8156-449b2d7f3b49;
311011;Emulador PS2 + 3 Emuladores da Sony + 11 Emuladores da Nintendo + Xbox Classico + Switch;https://sites.google.com/view/ps2-sony-nint-xboxc-acesso/in%C3%ADcio;90.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-11b586ef-2a6c-47f0-b5f4-430153e9edb1;
40000;Emuladores PS1, PS2, PSP e PS3 Com mais de 17161 Jogos;https://sites.google.com/view/psxupsell/in%C3%ADcio;20.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-1fb48c22-5b70-4327-aa67-f7756168fd8f;
40001;Emuladores PS1, PS2, PSP, PS3 + Nintendo Switch;https://sites.google.com/view/psx-switch/in%C3%ADcio;50.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-695eb058-dbc1-4658-a23b-36a8088f4737;
40010;Emuladores PS1, PS2, PSP, PS3 + Xbox Classico;https://sites.google.com/view/psx-xboxc/in%C3%ADcio;40.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-ff61fb2c-bb67-466f-85fe-bac1c6f17fa6;
40011;Emuladores PS1, PS2, PSP, PS3 + Xbox Classico + Nintendo Switch;https://sites.google.com/view/psx-xboxc-switch-acesso/in%C3%ADcio;70.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-06f9c87a-fc02-4ba0-a170-987ffad2c665;
40100;Emuladores PS1, PS2, PSP, PS3 + 14 Emuladores Diversos;https://bit.ly/409J0ua;30.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-ff5a1606-45a5-496f-911d-6b2d040e6501;
40101;Emuladores PS1, PS2, PSP, PS3 + Nintendo Switch + 14 Emuladores Diversos;https://sites.google.com/view/psx-switch-diversos/in%C3%ADcio;60.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-388ab4c2-8945-441c-bc4c-d5693e005081;
40110;Emuladores PS1, PS2, PSP, PS3 + Xbox Classico + 14 Emuladores Diversos;https://sites.google.com/view/psx-xboxc-diversos-acesso/in%C3%ADcio;50.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-59a83244-d74d-4c55-858d-4a3c1b182bbc;
40111;Emuladores PS1, PS2, PSP, PS3 + Nintendo Switch + Xbox Classico + 14 Emuladores Diversos;https://sites.google.com/view/psx-diversos-switch-xboxc/in%C3%ADcio;80.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-56083549-e2c0-45cd-861c-24b1f3fddcc8;
41000;Emuladores PS1, PS2, PSP, PS3 + 11 Emuladores da Nintendo;https://bit.ly/3JFx5wT;35.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-dcf17b89-9ed0-40c6-ae32-acf1fa7ad6e6;
41001;Emuladores PS1, PS2, PSP, PS3 + Nintendo Switch + 11 Emuladores da Nintendo;https://sites.google.com/view/psx-switch-nitendo/in%C3%ADcio;65.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-f4a678a9-fe77-489f-90d7-96335c0324ec;
41010;Emuladores PS1, PS2, PSP, PS3 + 11 Emuladores da Nintendo + Xbox Classico;https://sites.google.com/view/psx-nint-xboxc/in%C3%ADcio;55.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-3ad4299e-03c0-4239-8f2b-785e7d25e8a6;
41011;Emuladores PS1, PS2, PSP, PS3 + 11 Emuladores da Nintendo + Xbox Classico + Nintendo Switch;https://sites.google.com/view/psx-nint-xboxc-switch/in%C3%ADcio;85.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-6c7f8d95-861e-4878-8d1a-9c4a33ac955f;
41100;Emuladores PS1, PS2, PSP, PS3 + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://bit.ly/3TApsMQ;45.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-0573f541-a7eb-4cc4-ac30-10aabdfa9a88;
41101;Emuladores PS1, PS2, PSP, PS3 + Nintendo Switch + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://sites.google.com/view/psx-switch-nintendo-diversos/in%C3%ADcio;75.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-37547b99-b8f9-4017-a64a-7f20b3aff880;
41110;Emuladores PS1, PS2, PSP, PS3 + Xbox Classico + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://sites.google.com/view/psx-xboxc-nint-diversos/in%C3%ADcio;65.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-1cb172e1-ed0d-4c66-9251-3ba8b62ce6b3;
41111;Emuladores PS1, PS2, PSP, PS3 + Xbox Classico + Nintendo Switch + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://sites.google.com/view/psx-xboxc-nint-diversos-switch/in%C3%ADcio;95.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-c18da51a-48b2-4fad-be33-479c66025865;
5111000;Emulador Arcade + 4 Emuladores da Sony + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://bit.ly/3lJrQo7;60.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-a77f952c-42e8-4344-8f08-6bd275dfa8ad;
5100000;Emulador Arcade + 4 Emuladores da Sony;https://bit.ly/40zCKM4;35.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-21e93aa2-9d78-464d-a7de-1ac96250e788;
5110000;Emulador Arcade + 4 Emuladores da Sony + 11 Emuladores da Nintendo;https://bit.ly/3Z8RuAk;50.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-46577d49-c8cb-4d32-8e22-30758770acb2;
5101000;Emulador Arcade + 4 Emuladores da Sony + 14 Emuladores Diversos;https://bit.ly/3JMWWTM;45.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-2ba485f4-5618-4c01-8411-afb4a8edcc27;
5010000;Emulador Arcade + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://bit.ly/3JMWWTM;35.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-fd9499b2-0551-4cc8-bfb3-a8063aff7b19;
5010000;Emulador Arcade + 11 Emuladores da Nintendo;https://bit.ly/3KgofHP;25.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-0f161d01-3553-45fe-8c6f-47bc0522ca08;
5001000;Emulador Arcade + 14 Emuladores Diversos;httpss://bit.ly/3nilD35;20.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-7679f4de-6287-46b2-beb4-f29ae4f4b446;
5000000;Emulador Arcade;https://sites.google.com/view/digitalstoregamesarcadepossell;10.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-9f17f587-db46-4de8-861a-f843e233cf0b;
600000;Xbox 360 Com Todos Os Jogos Já Lançados.;https://sites.google.com/view/xbox360-xboxc-acesso/in%C3%ADcio;49.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-48178af9-2016-4f0c-95e7-e6173021f156;
611100;Xbox 360 + 4 Emuladores da Sony + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://sites.google.com/view/xbox-360-sony-nintendo-div/in%C3%ADcio;94.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-76baf64e-be14-4282-93f3-e2f189ea6683;
611000;Xbox 360 + 4 Emuladores da Sony + 11 Emuladores da Nintendo;https://sites.google.com/view/xbox360-sony-nintendo/in%C3%ADcio;84.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-755b330f-7f8e-441e-b83a-0d2af6bcc553;
610100;Xbox 360 + 4 Emuladores da Sony + 14 Emuladores Diversos;https://sites.google.com/view/601100/in%C3%ADcio;79.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-fa60d992-e705-4f0c-9de9-92721b1f8e39;
600100;Xbox 360 + 14 Emuladores Diversos;https://sites.google.com/view/600100/in%C3%ADcio;59.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-e3ca278a-e536-40e3-9442-3eedef63f3e3;
601000;Xbox 360 + 11 Emuladores da Nintendo;https://sites.google.com/view/301000/in%C3%ADcio;64.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-713349c0-70a1-4a4c-9d55-0ac8a544c78b;
611101;Xbox 360 + 4 Emuladores da Sony + Nintendo Switch + 11 Emuladores da Nintendo + 14 Emuladores Diversos;https://sites.google.com/view/digital-store-games/in%C3%ADcio;124.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-fc9897d5-b695-401b-9ffa-d51b15a526b1;
611001;Xbox 360 + 4 Emuladores da Sony + Nintendo Switch + 11 Emuladores da Nintendo;https://sites.google.com/view/611001?usp=sharing;114.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-07e5aeec-5a96-4268-9f88-23b1f2a948d5;
610101;Xbox 360 + 4 Emuladores da Sony + Nintendo Switch + 14 Emuladores Diversos;https://sites.google.com/view/610101/in%C3%ADcio;109.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-d8599eb0-c22b-4473-9ea6-9b212778943a;
600001;Xbox 360 + Nintendo Switch;https://sites.google.com/view/6100011/in%C3%ADcio;79.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-56c67c00-22a6-47e7-a014-81067c6802f6;
610000;Xbox 360 + 4 Emuladores da Sony;https://sites.google.com/view/xbox360-4emuladores-sony/in%C3%ADcio;69.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-772a6908-782d-4508-936e-988e13353234;
610001;Xbox 360 + 4 Emuladores da Sony + Switch;https://sites.google.com/view/xbox360-4emuladores-sony/in%C3%ADcio;99.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-da87412b-edbc-4d3e-be1e-ea20cb1ae922;
601001;Xbox 360 + 11 Emuladores da Nintendo + Switch;https://sites.google.com/view/6010011/in%C3%ADcio;94.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-b301641e-c235-41b5-9c0b-2983d7d537a2;
600101;Xbox 360 + 14 Emuladores Diversos + Switch;https://sites.google.com/view/60010111/in%C3%ADcio;89.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-d9adef8c-330a-47e1-8986-a384c224596a;
601101;Xbox 360 + 11 Emuladores da Nintendo + 14 Emuladores Diversos + Switch;https://sites.google.com/view/6111010/in%C3%ADcio;104.0;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-40c0881b-0e3e-4c30-a7c9-dfe0ca653fe1;
