Magnetic Link para baixar todos de uma vez (Tamanho: 371.49 Gb);magnet:?xt=urn:btih:009a0979afcf4bd3e52abc889d9e7a2652c009c4&dn=1389+sony+playstation+roms&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce
Eliminator [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Eliminator%20%28USA%29.7z
Emit Vol. 2 - Inochi-gake no Tabi (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Emit%20Vol.%202%20-%20Inochi-gake%20no%20Tabi%20%28Japan%29%20%28Disc%202%29.7z
Enigma (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Enigma%20%28Japan%29%20%28Disc%201%29.7z
Enigma (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Enigma%20%28Japan%29%20%28Disc%202%29.7z
Enomoto Kanako no Boke Shindan Game (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Enomoto%20Kanako%20no%20Boke%20Shindan%20Game%20%28Japan%29.7z
Epidemic [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Epidemic%20%28USA%29.7z
EPS Series Vol. 4 - Noise Reduction - Tomoa Yamamoto (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/EPS%20Series%20Vol.%204%20-%20Noise%20Reduction%20-%20Tomoa%20Yamamoto%20%28Japan%29.7z
EPS Series Vol. 5 - Believer Dreamer - Junko Mizutani (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/EPS%20Series%20Vol.%205%20-%20Believer%20Dreamer%20-%20Junko%20Mizutani%20%28Japan%29.7z
Equestriad 2001 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Equestriad%202001%20%28E%29%20%5BSLES-02943%5D.7z
Equestrian Showcase [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Equestrian%20Showcase%20%28USA%29.7z
ESPN Extreme Games (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/ESPN%20Extreme%20Games%20%28E%29%20%5BSCES-00063%5D.rar
ESPN Extreme Games [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/ESPN%20Extreme%20Games%20%28USA%29.7z
ESPN MLS GameNight [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/ESPN%20MLS%20Gamenight%20%28USA%29.7z
ESPN Street Games (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/ESPN%20Street%20Games%20%28Japan%29.7z
ESPN X-Games Pro Boarder [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/X%20Games%20Pro%20Boarder%20%28USA%29.7z
Essential PlayStation 1 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Essential%20PlayStation%201%20%28E%29%20%5BSCED-00502%5D.rar
Essential PlayStation 4 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Essential%20PlayStation%204%20%28E%29%20%5BSCED-00938%5D.rar
Essential PlayStation 5 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Essential%20PlayStation%205%20%28E%29%20%5BSCED-01004%5D.rar
Essential PlayStation 6 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Essential%20PlayStation%206%20%28E%29%20%5BSCED-00751%5D.rar
Essential PlayStation 7 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Essential%20PlayStation%207%20%28E%29%20%5BSCED-01110%5D.rar
Eternal Eyes [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Eternal%20Eyes%20%28USA%29.7z
Eternal Melody (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eternal%20Melody%20%28Japan%29.7z
Eurasia Express Satsujin Jiken (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eurasia%20Express%20Satsujin%20Jiken%20%28Japan%29%20%28Disc%201%29.7z
Eurasia Express Satsujin Jiken (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eurasia%20Express%20Satsujin%20Jiken%20%28Japan%29%20%28Disc%202%29.7z
Eurasia Express Satsujin Jiken (Japan) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eurasia%20Express%20Satsujin%20Jiken%20%28Japan%29%20%28Disc%203%29.7z
Eurasia Express Satsujin Jiken (Japan) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eurasia%20Express%20Satsujin%20Jiken%20%28Japan%29%20%28Disc%204%29.7z
Euro Demo (Future) 106 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%20%28Future%29%20106%20%28E%29%20%5BSCED-04085%5D.rar
Euro Demo 01-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2001-00%20%28G%29%20%5BSCED-01844%5D.rar
Euro Demo 01-02 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2001-02%20%28G%29%20%5BSCED-03476%5D.rar
Euro Demo 02-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2002-00%20%28G%29%20%5BSCED-01845%5D.rar
Euro Demo 02-02 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2002-02%20%28G%29%20%5BSCED-03809%5D.rar
Euro Demo 03-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2003-00%20%28G%29%20%5BSCED-01846%5D.rar
Euro Demo 06-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2006-00%20%28G%29%20%5BSCED-02659%5D.rar
Euro Demo 07-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2007-00%20%28G%29%20%5BSCED-02660%5D.rar
Euro Demo 08-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2008-00%20%28G%29%20%5BSCED-02661%5D.rar
Euro Demo 08-01 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2008-01%20%28G%29%20%5BSCED-03471%5D.7z
Euro Demo 08-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2008-99%20%28G%29%20%5BSCED-01839%5D.rar
Euro Demo 09-01 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2009-01%20%28G%29%20%5BSCED-03472%5D.rar
Euro Demo 09-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2009-99%20%28G%29%20%5BSCED-01840%5D.7z
Euro Demo 10-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2010-00%20%28G%29%20%5BSCED-02663%5D.7z
Euro Demo 10-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2010-99%20%28G%29%20%5BSCED-01841%5D.rar
Euro Demo 11-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2011-99%20%28G%29%20%5BSCED-01842%5D.rar
Euro Demo 12 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2012%20%28E%29%20%5BSCED-00364%5D.rar
Euro Demo 12-01 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2012-01%20%28G%29%20%5BSCED-03475%5D.rar
Euro Demo 12-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2012-99%20%28G%29%20%5BSCED-01843%5D.rar
Euro Demo 14 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2014%20%28E%29%20%5BSCED-00366%5D.rar
Euro Demo 16 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2016%20%28E%29%20%5BSCED-00368%5D.rar
Euro Demo 17 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2017%20%28E%29%20%5BSCED-00369%5D.rar
Euro Demo 18 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2018%20%28E%29%20%5BSCED-00370%5D.rar
Euro Demo 19 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2019%20%28E%29%20%5BSCED-00371%5D.rar
Euro Demo 20 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2020%20%28E%29%20%5BSCED-00372%5D.rar
Euro Demo 21 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2021%20%28E%29%20%5BSCED-00817%5D.rar
Euro Demo 22 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2022%20%28E%29%20%5BSCED-00818%5D.rar
Euro Demo 23 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2023%20%28E%29%20%5BSCED-00819%5D.rar
Euro Demo 24 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2024%20%28E%29%20%5BSCED-00820%5D.rar
Euro Demo 25 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2025%20%28E%29%20%5BSCED-00821%5D.rar
Euro Demo 26 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2026%20%28E%29%20%5BSCED-00822%5D.rar
Euro Demo 27 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2027%20%28E%29%20%5BSCED-00823%5D.rar
Euro Demo 28 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2028%20%28E%29%20%5BSCED-00824%5D.rar
Euro Demo 29 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2029%20%28E%29%20%5BSCED-00825%5D.rar
Euro Demo 30 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2030%20%28E%29%20%5BSCED-00826%5D.rar
Euro Demo 31 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2031%20%28E%29%20%5BSCED-00827%5D.rar
Euro Demo 32 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2032%20%28E%29%20%5BSCED-00828%5D.rar
Euro Demo 33 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2033%20%28E%29%20%5BSCED-00829%5D.rar
Euro Demo 34 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2034%20%28E%29%20%5BSCED-01144%5D.rar
Euro Demo 35 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2035%20%28E%29%20%5BSCED-01145%5D.rar
Euro Demo 37 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2037%20%28E%29%20%5BSCED-01147%5D.rar
Euro Demo 38 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2038%20%28E%29%20%5BSCED-01148%5D.rar
Euro Demo 39 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2039%20%28E%29%20%5BSCED-01149%5D.rar
Euro Demo 40 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2040%20%28E%29%20%5BSCED-01150%5D.rar
Euro Demo 41 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2041%20%28E%29%20%5BSCED-01151%5D.rar
Euro Demo 42 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2042%20%28E%29%20%5BSCED-01152%5D.rar
Euro Demo 43 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2043%20%28E%29%20%5BSCED-01153%5D.rar
Euro Demo 44 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2044%20%28E%29%20%5BSCED-01818%5D.rar
Euro Demo 45 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2045%20%28E%29%20%5BSCED-01819%5D.rar
Euro Demo 46 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2046%20%28E%29%20%5BSCED-01820%5D.rar
Euro Demo 47 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2047%20%28E%29%20%5BSCED-01821%5D.rar
Euro Demo 48 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2048%20%28E%29%20%5BSCED-01822%5D.rar
Euro Demo 49 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2049%20%28E%29%20%5BSCED-01823%5D.7z
Euro Demo 50 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2050%20%28E%29%20%5BSCED-01824%5D.rar
Euro Demo 51 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2051%20%28E%29%20%5BSCED-01825%5D.rar
Euro Demo 52 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2052%20%28E%29%20%5BSCED-01826%5D.rar
Euro Demo 53 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2053%20%28E%29%20%5BSCED-01827%5D.rar
Euro Demo 54 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2054%20%28E%29%20%5BSCED-01828%5D.rar
Euro Demo 55 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2055%20%28E%29%20%5BSCED-01829%5D.rar
Euro Demo 56 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2056%20%28E%29%20%5BSCED-01830%5D.rar
Euro Demo 57 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2057%20%28E%29%20%5BSCED-01831%5D.rar
Euro Demo 58 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2058%20%28E%29%20%5BSCED-02632%5D.rar
Euro Demo 59 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2059%20%28E%29%20%5BSCED-02633%5D.rar
Euro Demo 60 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2060%20%28E%29%20%5BSCED-02634%5D.rar
Euro Demo 61 (E) (EDC);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2061%20%28E%29%20%28EDC%29%20%5BSCED-02635%5D.rar
Euro Demo 61 (E) (No EDC);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2061%20%28E%29%20%28No%20EDC%29%20%5BSCED-02635%5D.rar
Euro Demo 62 (E) (EDC);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2062%20%28E%29%20%28EDC%29%20%5BSCED-02636%5D.rar
Euro Demo 62 (E) (No EDC);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2062%20%28E%29%20%28No%20EDC%29%20%5BSCED-02636%5D.rar
Euro Demo 63 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2063%20%28E%29%20%5BSCED-02637%5D.rar
Euro Demo 64 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2064%20%28E%29%20%5BSCED-02638%5D.7z
Euro Demo 65 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2065%20%28E%29%20%5BSCED-02639%5D.7z
Euro Demo 66 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2066%20%28E%29%20%5BSCED-02640%5D.7z
Euro Demo 67 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2067%20%28E%29%20%5BSCED-02641%5D.7z
Euro Demo 68 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2068%20%28E%29%20%5BSCED-02642%5D.7z
Euro Demo 69 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2069%20%28E%29%20%5BSCED-02643%5D.rar
Euro Demo 70 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2070%20%28E%29%20%5BSCED-02644%5D.7z
Euro Demo 71 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2071%20%28E%29%20%5BSCED-02645%5D.7z
Euro Demo 72 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2072%20%28E%29%20%5BSCED-02646%5D.7z
Euro Demo 74 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2074%20%28E%29%20%5BSCED-03451%5D.7z
Euro Demo 76 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2076%20%28E%29%20%5BSCED-03453%5D.7z
Euro Demo 77 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2077%20%28E%29%20%5BSCED-03454%5D.rar
Euro Demo 80 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2080%20%28E%29%20%5BSCED-03457%5D.rar
Euro Demo 81 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2081%20%28E%29%20%5BSCED-03458%5D.rar
Euro Demo 88 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2088%20%28E%29%20%5BSCED-03791%5D.rar
Euro Demo 92 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%2092%20%28E%29%20%5BSCED-04016%5D.7z
Euro Demo Classics Special (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Euro%20Demo%20Classics%20Special%20%28G%29%20%5BSCED-00994%5D.rar
Eve - The Fatal Attraction (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Fatal%20Attraction%20%28Japan%29%20%28Disc%201%29.7z
Eve - The Fatal Attraction (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Fatal%20Attraction%20%28Japan%29%20%28Disc%202%29.7z
Eve - The Fatal Attraction (Japan) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Fatal%20Attraction%20%28Japan%29%20%28Disc%203%29.7z
Eve - The Lost One - Premium Disc (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Lost%20One%20-%20Premium%20Disc%20%28Japan%29.7z
Eve - The Lost One (Japan) (Disc 1) (Kyoko Disc) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Lost%20One%20%28Japan%29%20%28Disc%201%29%20%28Kyoko%20Disc%29%20%28v1.0%29.7z
Eve - The Lost One (Japan) (Disc 2) (Snake Disc) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Lost%20One%20%28Japan%29%20%28Disc%202%29%20%28Snake%20Disc%29%20%28v1.0%29.7z
Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20-%20The%20Lost%20One%20%28Japan%29%20%28Disc%203%29%20%28Lost%20One%20Disc%29%20%28v1.0%29.7z
Eve Zero (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20Zero%20%28Japan%29%20%28Disc%201%29.7z
Eve Zero (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20Zero%20%28Japan%29%20%28Disc%202%29.7z
Eve Zero (Japan) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Eve%20Zero%20%28Japan%29%20%28Disc%203%29.7z
Evil Dead - Hail to the King (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Evil%20Dead%20-%20Hail%20to%20the%20King%20%28E%29%20%28Disc%201%29%20%5BSLES-03428%5D.7z
Evil Dead - Hail to the King (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Evil%20Dead%20-%20Hail%20to%20the%20King%20%28E%29%20%28Disc%202%29%20%5BSLES-13428%5D.7z
Evil Dead - Hail to the King [NTSC-U] [Disc1of2];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Evil%20Dead%20-%20Hail%20to%20the%20King%20%28USA%29%20%28Disc%201%29.7z
Evil Dead - Hail to the King [NTSC-U] [Disc2of2];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Evil%20Dead%20-%20Hail%20to%20the%20King%20%28USA%29%20%28Disc%202%29.7z
Evil Zone [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Evil%20Zone%20%28USA%29.7z
Evo's Space Adventures (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Evo%27s%20Space%20Adventures%20%28E%29%20%5BSLES-01871%5D.7z
Excalibur 2555 A.D. (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Excalibur%202555%20A.D.%20%28E%29%20%5BSLES-00478%5D.rar
Excalibur 2555 A.D. [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Excalibur%202555%20A.D.%20%28USA%29.7z
Exciting Bass (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Exciting%20Bass%20%28Japan%29.7z
Exclusive PlayStation Racing Demos (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Exclusive%20PlayStation%20Racing%20Demos%20%28E%29%20%5BSCED-02043%5D.rar
Exector (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Exector%20%28J%29%20%5BSLPS-00091%5D.rar
Exhumed (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Exhumed%20%28E%29%20%5BSLES-00097%5D.7z
EXODUS Guilty (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/EXODUS%20Guilty%20%28J%29%20%5BSLPS-01707%5D.rar
Extreme 500 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Extreme%20500%20%28E%29%20%5BSLES-02220%5D.rar
Extreme Go-Kart Racing [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Extreme%20Go-Kart%20Racing%20%28USA%29.7z
Extreme Pinball [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Extreme%20Pinball%20%28USA%29.7z
F-1 Grand Prix 1996 - Team Unei Simulation (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/F-1%20Grand%20Prix%201996%20-%20Team%20Unei%20Simulation%20%28Japan%29.7z
F.A. Manager (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/F.A.%20Manager%20%28E%29%20%5BSLES-00416%5D.7z
F.A. Premier League STARS, The (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/F.A.%20Premier%20League%20STARS%2C%20The%20%28E%29%20%5BSLES-02142%5D.rar
F1 2000 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/F1%202000%20%28E%29%20%5BSLES-02722%5D.rar
F1 2000 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/F1%202000%20%28Japan%29.7z
F1 2000 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/F1%202000%20%28USA%29.7z
F1 Championship Season 2000 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/F1%20Championship%20Season%202000%20%28E%29%20%5BSLES-03119%5D.7z
F1 Championship Season 2000 (E) (En,Fr,De);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/F1%20Championship%20Season%202000%20%28E%29%20%28En%2CFr%2CDe%29%20%5BSLES-03117%5D.7z
