Magnetic Link para baixar todos de uma vez (Tamanho: 371.49 Gb);magnet:?xt=urn:btih:009a0979afcf4bd3e52abc889d9e7a2652c009c4&dn=1389+sony+playstation+roms&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce
Rockman Dash - Hagane no Boukenshin (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Rockman%20Dash%20-%20Hagane%20no%20Boukenshin%20%28Japan%29.7z
Rockman Dash - Hagane no Boukenshin (Japan) (Digest Ban);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Rockman%20Dash%20-%20Hagane%20no%20Boukenshin%20%28Japan%29%20%28Digest%20Ban%29.7z
Rockman Dash 2 - Episode 1 - 'Roll-chan Kikiippatsu!' no Maki (Japan) (Demo);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Rockman%20Dash%202%20-%20Episode%201%20-%20%27Roll-chan%20Kikiippatsu%21%27%20no%20Maki%20%28Japan%29%20%28Demo%29.7z
Rockman DASH 2 - Episode 1 ~ Roll-chan Kiki Ippa (Japan) (Demo);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/bks/nr/PSX-Asia-Non-Redump/Rockman%20DASH%202%20-%20Episode%201%20~%20Roll-chan%20Kiki%20Ippa%20%28Japan%29%20%28Demo%29%20%5BSLPS-02109%5D.rar
Rockman Dash 2 - Episode 2 - Ooinaru Isan (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Rockman%20Dash%202%20-%20Episode%202%20-%20Ooinaru%20Isan%20%28Japan%29.7z
Rockman X3 (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Rockman%20X3%20%28Japan%29.7z
Rockman X4 (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Rockman%20X4%20%28J%29%20%5BSLPS-00902%5D.rar
Rockman X5 (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Rockman%20X5%20%28J%29%20%5BSLPM-86666%5D.rar
Rockman X6 (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Rockman%20X6%20%28J%29%20%5BSLPM-86959%5D.rar
Rogue Trip - Vacation 2012 (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Rogue%20Trip%20-%20Vacation%202012%20%28E%29%20%5BSLES-01417%5D.rar
Rogue Trip - Vacation 2012 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rogue%20Trip%20-%20Vacation%202012%20%28USA%29.7z
Roll Away [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Roll%20Away%20%28USA%29.7z
Rollcage - Stage II (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Rollcage%20-%20Stage%20II%20%28E%29%20%5BSCES-01922%5D.rar
Rollcage - Stage II [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rollcage%20Stage%20II%20%28USA%29.7z
Rollcage (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Rollcage%20%28E%29%20%5BSLES-01660%5D.rar
Rollcage [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rollcage%20%28USA%29.7z
Rollcage [U] (Demo);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rollcage%20%28USA%29%20%28Demo%29.7z
Romance of the Three Kingdoms IV - Wall of Fire [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Romance%20of%20the%20Three%20Kingdoms%20IV%20-%20Wall%20of%20Fire%20%28USA%29.7z
Romance of The Three Kingdoms VI [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Romance%20of%20the%20Three%20Kingdoms%20VI%20-%20Awakening%20of%20the%20Dragon%20%28USA%29.7z
Ronin Blade (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Ronin%20Blade%20%28E%29%20%5BSLES-02094%5D.7z
Rosco McQueen (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Rosco%20McQueen%20%28E%29%20%5BSCES-00257%5D.7z
Rosco McQueen Fire Fighter Extreme [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rosco%20McQueen%20Firefighter%20Extreme%20%28USA%29.7z
Roswell Conspiracies [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Roswell%20Conspiracies%20-%20Aliens%2C%20Myths%20%26%20Legends%20%28USA%29.7z
RPG Maker [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/RPG%20Maker%20%28USA%29.7z
RPG Tkool 3 (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/RPG%20Tkool%203%20%28Japan%29.7z
RPG Tkool 4 (Japan) (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/RPG%20Tkool%204%20%28Japan%29%20%28Disc%201%29.7z
RPG Tkool 4 (Japan) (Disc 2) (Character Tkool);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/RPG%20Tkool%204%20%28Japan%29%20%28Disc%202%29%20%28Character%20Tkool%29.7z
RPG Tsukuru 3 (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/RPG%20Tsukuru%203%20%28J%29%20%5BSLPS-01093%5D.rar
RPG Tsukuru 4 (J) (Disc 1) (RPG Tsukuru Disc);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/RPG%20Tsukuru%204%20%28J%29%20%28Disc%201%29%20%28RPG%20Tsukuru%20Disc%29%20%5BSLPS-02861%5D.rar
RPG Tsukuru 4 (J) (Disc 2) (Character Tsukuru Disc);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/RPG%20Tsukuru%204%20%28J%29%20%28Disc%202%29%20%28Character%20Tsukuru%20Disc%29%20%5BSLPS-02862%5D.rar
Rugrats - Auf der Suche nach Reptar (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Rugrats%20-%20Auf%20der%20Suche%20nach%20Reptar%20%28G%29%20%5BSLES-01670%5D.7z
Rugrats - Search for Reptar [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Nickelodeon%20Rugrats%20-%20Search%20for%20Reptar%20%28USA%29.7z
Rugrats - Studio Tour [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Nickelodeon%20Rugrats%20-%20Studio%20Tour%20%28USA%29.7z
Rugrats - Totally Angelica [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Nickelodeon%20Rugrats%20-%20Totally%20Angelica%20%28USA%29.7z
Rugrats In Paris - The Movie [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Nickelodeon%20Rugrats%20in%20Paris%20-%20The%20Movie%20%28USA%29.7z
Runabout (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Runabout%20%28J%29%20%5BSLPS-00857%5D.rar
Runabout 2 (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Runabout%202%20%28G%29%20%5BSLES-04015%5D.rar
Runabout 2 (J) (v1.0);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Runabout%202%20%28J%29%20%28v1.0%29%20%5BSLPS-02403%5D.rar
Runabout 2 (J) (v1.1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Runabout%202%20%28J%29%20%28v1.1%29%20%5BSLPS-03033%5D.rar
Runabout 2 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Runabout%202%20%28USA%29.7z
Running High (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Running%20High%20%28Japan%29.7z
Running Wild (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Running%20Wild%20%28E%29%20%5BSCES-01630%5D.7z
Running Wild [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Running%20Wild%20%28USA%29.7z
Rurou ni Kenshin - Meiji Kenkaku Romantan - Ishin Gekitou Hen (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Rurou%20ni%20Kenshin%20-%20Meiji%20Kenkaku%20Romantan%20-%20Ishin%20Gekitou%20Hen%20%28J%29%20%5BSCPS-10030%5D.rar
Rurou ni Kenshin - Meiji Kenkaku Romantan - Juuyuushi Inbou Hen (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Rurou%20ni%20Kenshin%20-%20Meiji%20Kenkaku%20Romantan%20-%20Juuyuushi%20Inbou%20Hen%20%28J%29%20%5BSCPS-10048%5D.rar
Rurouni Kenshin - Meiji Kenkaku Romantan - Juuyuushi Inbou Hen (Japan) (v1.0);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Rurouni%20Kenshin%20-%20Meiji%20Kenkaku%20Romantan%20-%20Juuyuushi%20Inbou%20Hen%20%28Japan%29%20%28v1.0%29.7z
Rush Hour [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rush%20Hour%20%28USA%29.7z
Rushdown [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Rushdown%20%28USA%29.7z
S.C.A.R.S. (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/S.C.A.R.S.%20%28E%29%20%5BSLES-01286%5D.rar
S.C.A.R.S. [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/S.C.A.R.S.%20%28USA%29.7z
Saban's Power Rangers - Lightspeed Rescue (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Saban%27s%20Power%20Rangers%20-%20Lightspeed%20Rescue%20%28E%29%20%5BSLES-03286%5D.7z
Sabrina the Teenage Witch - A Twitch in Time [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Sabrina%20the%20Teenage%20Witch%20-%20A%20Twitch%20in%20Time%21%20%28USA%29.7z
SaGa Frontier (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/SaGa%20Frontier%20%28J%29%20%5BSLPS-00898%5D.rar
SaGa Frontier [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/SaGa%20Frontier%20%28USA%29.7z
SaGa Frontier 2 (E);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/SaGa%20Frontier%202%20%28E%29%20%5BSLES-02112%5D.7z
SaGa Frontier 2 (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/SaGa%20Frontier%202%20%28G%29%20%5BSLES-02118%5D.7z
SaGa Frontier II (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/SaGa%20Frontier%20II%20%28J%29%20%5BSLPS-01990%5D.rar
SaGa Frontier II [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/SaGa%20Frontier%202%20%28USA%29.7z
Saishuu Densha (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Saishuu%20Densha%20%28Japan%29.7z
Saishuu Densha (Japan) (Demo);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Saishuu%20Densha%20%28Japan%29%20%28Demo%29.7z
Saiyuki - Journey West [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Saiyuki%20-%20Journey%20West%20%28USA%29.7z
Saiyuki (Japan) (v1.1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Saiyuki%20%28Japan%29%20%28v1.1%29.7z
Sakkyoku Surundamon - Dance Remix Hen (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Sakkyoku%20Surundamon%20-%20Dance%20Remix%20Hen%20%28Japan%29.7z
Salamander Deluxe Pack Plus (J);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-Asia/Salamander%20Deluxe%20Pack%20Plus%20%28J%29%20%5BSLPM-86037%5D.rar
Salaryman Kintaro - The Game (Japan);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/psxj/psxjap/Salaryman%20Kintaro%20-%20The%20Game%20%28Japan%29.7z
Saltwater Sportfishing [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Saltwater%20Sportfishing%20%28USA%29.7z
Sammy Sosa High Heat Baseball 2001 [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Sammy%20Sosa%20High%20Heat%20Baseball%202001%20%28USA%29.7z
Sammy Sosa Softball Slam [NTSC-U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/Sammy%20Sosa%20Softball%20Slam%20%28USA%29.7z
Samurai Deeper Kyo (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Samurai%20Deeper%20Kyo%20%28Japan%29%20%5BSLPS-03505%5D.rar
Samurai Shodown III (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Samurai%20Shodown%20III%20%28E%29%20%5BSCES-00563%5D.7z
Samurai Showdown - Warrior's Rage [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Samurai%20Shodown%20-%20Warriors%20Rage%20%28USA%29.7z
Samurai Showdown III [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Samurai%20Shodown%20III%20-%20Blades%20of%20Blood%20%28USA%29.7z
Samurai Spirits - Amakusa's Revenge Special (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Samurai%20Spirits%20-%20Amakusa%27s%20Revenge%20Special%20%28Japan%29.7z
Samurai Spirits - Kenkaku Yubinan Pack (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Samurai%20Spirits%20-%20Kenkaku%20Yubinan%20Pack%20%28Japan%29%20%5BSLPS-00647%5D.rar
Samurai Spirits - Zankurou Musouken (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Samurai%20Spirits%20-%20Zankurou%20Musouken%20%28Japan%29.7z
San Francisco Rush - Extreme Racing [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/San%20Francisco%20Rush%20-%20Extreme%20Racing%20%28USA%29.7z
Sangoku Musou (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sangoku%20Musou%20%28Japan%29%20%28v1.0%29.7z
Sangokushi Koumeiden (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sangokushi%20Koumeiden%20%28Japan%29.7z
Sangokushi V (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sangokushi%20V%20%28Japan%29.7z
Sangokushi VI (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sangokushi%20VI%20%28Japan%29.7z
Sangokushi VII (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sangokushi%20VII%20%28Japan%29.7z
Sankyo Fever Jikki Simulation Vol. 2 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sankyo%20Fever%20Jikki%20Simulation%20Vol.%202%20%28Japan%29.7z
Sankyo Fever Jikki Simulation Vol.3 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Sankyo%20Fever%20Jikki%20Simulation%20Vol.3%20%28Japan%29.rar
Sanvein (E) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Sanvein%20%28E%29%20%28v1.1%29%20%5BSLES-02919%5D.rar
Saru! Get You! (Japan) (Demo);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Saru%21%20Get%20You%21%20%28Japan%29%20%28Demo%29.7z
Saru! Get You! (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Saru%21%20Get%20You%21%20%28Japan%29%20%28v1.0%29.7z
Saru! Get You! (Japan) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Saru%21%20Get%20You%21%20%28Japan%29%20%28v1.1%29.7z
SatelliTV (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/SatelliTV%20%28Japan%29.7z
Scooby-Doo & The Cyber Chase [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Scooby-Doo%20and%20the%20Cyber%20Chase%20%28USA%29.7z
Scooter Racing (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Scooter%20Racing%20%28E%29%20%5BSLES-03770%5D.7z
Scrabble [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Scrabble%20%28USA%29.7z
SD Gundam - GCentury (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/SD%20Gundam%20-%20GCentury%20%28Japan%29%20%28v1.0%29.7z
SD Gundam - GGeneration (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/SD%20Gundam%20-%20GGeneration%20%28Japan%29%20%28v1.0%29.7z
SD Gundam - GGeneration (Premium Disc) (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/SD%20Gundam%20-%20GGeneration%20%28Premium%20Disc%29%20%28J%29%20%5BSLPS-01561%5D.rar
SD Gundam - GGeneration (Premium Disc) (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/SD%20Gundam%20-%20GGeneration%20%28Premium%20Disc%29%20%28Japan%29.7z
SD Gundam - GGeneration-0 (Japan) (v1.0) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/SD%20Gundam%20-%20GGeneration-0%20%28Japan%29%20%28v1.0%29%20%28Disc%201%29.rar
SD Gundam - GGeneration-0 (Japan) (v1.0) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/SD%20Gundam%20-%20GGeneration-0%20%28Japan%29%20%28v1.0%29%20%28Disc%202%29.rar
SD Gundam - Over Galaxian (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/SD%20Gundam%20-%20Over%20Galaxian%20%28Japan%29.7z
SD Gundam G-Generation F (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/SD%20Gundam%20G-Generation%20F%20%28Japan%29%20%28Disc%201%29%20%5BSLPS-02900%5D.rar
SD Gundam G-Generation F (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/SD%20Gundam%20G-Generation%20F%20%28Japan%29%20%28Disc%202%29%20%5BSLPS-02901%5D.rar
SD Gundam G-Generation F (Japan) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/SD%20Gundam%20G-Generation%20F%20%28Japan%29%20%28Disc%203%29%20%5BSLPS-02902%5D.rar
Sea Doo Hydrocross [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Sea-Doo%20Hydro%20Cross%20%28USA%29.7z
Secret of Googol 1a, The - Reshaping Googol - The Submarine [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%201a%2C%20The%20-%20Reshaping%20Googol%20-%20The%20Submarine%20%28USA%29.7z
Secret of Googol 1b, The - Reshaping Googol - The Tower [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%201b%2C%20The%20-%20Reshaping%20Googol%20-%20The%20Tower%20%28USA%29.7z
Secret of Googol 2a, The - Reshaping Googol - The Castle [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%202a%2C%20The%20-%20Reshaping%20Googol%20-%20The%20Castle%20%28USA%29.7z
Secret of Googol 2b, The - Reshaping Googol - Under the Ocean [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%202b%2C%20The%20-%20Reshaping%20Googol%20-%20Under%20the%20Ocean%20%28USA%29.7z
Secret of Googol 3, The - The Googol Counting Fair - Midways [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%203%2C%20The%20-%20The%20Googol%20Counting%20Fair%20-%20Midways%20%28USA%29.7z
Secret of Googol 4, The - The Googol Counting Fair - Corral - Fun House [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%204%2C%20The%20-%20The%20Googol%20Counting%20Fair%20-%20Corral%20-%20Fun%20House%20%28USA%29.7z
Secret of Googol 5, The - Googolfest - Party Isle - Toy Isle [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%205%2C%20The%20-%20Googolfest%20-%20Party%20Isle%20-%20Toy%20Isle%20%28USA%29.7z
Secret of Googol 6, The - Googolfest - Arcade Isle - Moon Feast Isle [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%206%2C%20The%20-%20Googolfest%20-%20Arcade%20Isle%20-%20Moon%20Feast%20Isle%20%28USA%29.7z
Secret of Googol 7, The - Eggs All Around - Egg Trek - Balloon Picnic [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%207%2C%20The%20-%20Eggs%20All%20Around%20-%20Egg%20Trek%20-%20Balloon%20Picnic%20%28USA%29.7z
Secret of Googol 8, The - Googol Gulch - General Store - Math Arcade [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Secret%20of%20Googol%208%2C%20The%20-%20Googol%20Gulch%20-%20General%20Store%20-%20Math%20Arcade%20%28USA%29.7z
Segare Ijiri (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Segare%20Ijiri%20%28Japan%29.7z
Seiken Densetsu - Legend of Mana (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Seiken%20Densetsu%20-%20Legend%20of%20Mana%20%28J%29%20%5BSLPS-02170%5D.rar
Seikoku 1092 - Souheiden (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Seikoku%201092%20-%20Souheiden%20%28Japan%29.7z
Seikon no Joka - Hikari to Yami no Seioujo (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Seikon%20no%20Joka%20-%20Hikari%20to%20Yami%20no%20Seioujo%20%28Japan%29.7z
Seirei Shoukan - Princess of Darkness (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Seirei%20Shoukan%20-%20Princess%20of%20Darkness%20%28Japan%29.7z
Seireiki Rayblade (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Seireiki%20Rayblade%20%28Japan%29.7z
Sengoku Cyber - Fujimaru Jigokuhen (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Sengoku%20Cyber%20-%20Fujimaru%20Jigokuhen%20%28J%29%20%5BSCPS-10011%5D.rar
Sengoku Mugen (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Sengoku%20Mugen%20%28Japan%29.7z
Senran (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Senran%20%28Japan%29.7z
Sentient [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Sentient%20%28USA%29.7z
Sentimental Journey (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Sentimental%20Journey%20%28J%29%20%5BSLPS-01473%5D.rar
Sentinel Returns (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Sentinel%20Returns%20%28E%29%20%5BSLES-01051%5D.rar
Sentinel Returns [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Sentinel%20Returns%20%28USA%29.7z
Sentou Kokka - Air Land Battle (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Sentou%20Kokka%20-%20Air%20Land%20Battle%20%28Japan%29%20%28v1.0%29.rar
Sentou Kokka Kai Improved (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Sentou%20Kokka%20Kai%20Improved%20%28Japan%29%20%5BSCPS-10034%5D.rar
Septentrion - Out of the Blue (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Septentrion%20-%20Out%20of%20the%20Blue%20%28J%29%20%5BSLPS-01940%5D.rar
Serial Experiments Lain (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Serial%20Experiments%20Lain%20%28Japan%29%20%28Disc%201%29.rar
Serial Experiments Lain (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Serial%20Experiments%20Lain%20%28Japan%29%20%28Disc%202%29.7z
Sesame Street - Elmo's Letter Adventure [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Sesame%20Street%20-%20Elmo%27s%20Letter%20Adventure%20%28USA%29.7z
Sesame Street - Elmo's Number Journey [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Sesame%20Street%20-%20Elmo%27s%20Number%20Journey%20%28USA%29.7z
Sesame Street Sports (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Sesame%20Street%20Sports%20%28E%29%20%5BSLES-03180%5D.7z
Sesame Street Sports [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Sesame%20Street%20Sports%20%28USA%29.7z
